# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "8" "-s" "2" "-a" "/mnt/pv_compute/yifan/ref_genome/mm10.ncbiRefSeq.gtf" "-o" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/counts/S2_STAR2_practice_featurecounts.txt" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N01_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N02_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N03_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N04_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R01_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R02_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R03_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R04_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R05_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R06_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R07_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R08_AM_Allo24h_Aligned.sortedByCoord.out.bam" 
Geneid	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N01_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N02_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N03_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N04_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R01_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R02_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R03_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R04_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R05_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R06_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R07_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R08_AM_Allo24h_Aligned.sortedByCoord.out.bam
Gm22663	0	0	1	0	0	0	0	0	0	0	0	0
Ap4s1	181	132	148	107	195	224	222	158	211	166	161	157
Strn3	489	454	465	345	607	744	554	435	598	611	508	500
Coch	0	0	0	0	1	0	2	4	3	0	0	2
Gm18503	0	0	0	0	0	0	0	0	0	0	0	0
Gm6147	8	0	0	3	2	5	3	2	0	4	1	2
Gm40422	42	31	38	40	47	59	45	40	81	56	78	69
Scfd1	334	394	309	237	341	436	378	318	567	529	442	466
G2e3	277	253	252	196	145	199	265	144	603	553	572	554
Rps11-ps4	0	0	0	0	1	0	0	1	0	0	0	1
Gm7172	2	1	1	0	0	3	1	2	6	3	2	0
Gm34745	0	0	0	0	0	0	0	0	0	0	0	0
1700008C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm40421	0	0	0	0	0	0	0	0	0	0	0	0
Gm34581	0	0	0	0	0	0	0	0	0	0	0	0
Prkd1	0	2	0	1	0	1	0	1	0	0	0	0
Gm34523	0	0	0	0	0	0	0	0	0	0	0	0
Gm40418	0	0	0	0	0	0	0	0	0	0	0	0
Gm40419	0	0	0	0	0	0	0	0	0	0	0	0
Gm7481	2	2	1	0	2	3	2	0	9	4	3	7
Gm7476	1	1	1	2	1	0	2	0	0	0	1	1
Gm25015	0	0	0	0	0	0	0	0	0	0	0	0
Gm19599	0	0	0	0	0	0	0	0	0	0	0	0
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm34381	0	0	0	0	0	0	0	0	0	0	0	0
3110039M20Rik	0	0	0	0	0	0	0	0	0	0	0	0
Foxg1	0	0	0	0	0	0	0	0	0	0	0	0
Gm34304	0	0	0	0	0	0	0	0	0	0	0	0
Gm18623	0	0	0	0	0	0	0	0	0	0	0	0
Gm7456	0	1	1	0	0	0	0	0	0	3	0	2
Gm26454	0	0	0	0	0	0	0	0	0	0	0	0
Gm51976	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1399-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1400-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Gm29818	0	0	0	0	0	0	0	0	0	0	0	0
Gm1818	1	0	1	0	0	1	0	1	0	0	0	0
Gm51996	0	0	0	0	0	1	0	0	0	1	0	0
Gm46318	0	0	0	0	0	0	0	0	0	0	0	0
Gm46327	0	0	0	0	0	0	0	0	0	0	0	0
Gm7392	0	0	0	0	1	0	0	1	0	0	0	0
Gm2089	0	0	0	0	0	0	0	0	0	0	0	0
Nova1	0	0	0	2	1	0	2	2	1	0	0	1
Gm7422	0	0	0	0	0	0	0	0	0	0	0	0
Gm18112	0	0	0	0	0	0	0	0	0	0	0	0
Gm40416	0	0	0	0	0	0	0	0	0	0	0	0
Gm24948	0	0	0	0	0	0	0	0	0	0	0	0
Gm33811	0	0	0	0	0	0	0	0	0	0	0	0
Gm33680	0	0	0	0	0	0	0	0	0	0	0	0
LOC115488068	0	0	0	0	0	0	0	0	0	0	0	0
Gm24731	0	0	0	0	0	0	0	0	0	0	0	0
Gm38487	0	1	0	0	0	1	0	0	0	0	1	0
Gm33548	0	0	0	0	0	0	0	0	0	0	0	0
Gm15901	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp6	7	5	2	6	7	2	2	4	1	2	2	1
Gm51975	0	0	0	0	0	0	0	0	0	0	0	0
Gm19469	0	0	0	0	0	0	0	0	0	0	0	0
Gm6125	0	0	0	0	0	0	0	0	1	0	0	0
Nrcam	2	2	3	10	65	68	41	42	3	4	2	9
Pnpla8	2810	2772	2332	2016	2432	2351	1920	1883	3338	2904	3040	2886
Gm2027	3	3	5	0	1	8	1	0	0	1	1	1
Mir5627	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb9	1120	1164	987	850	966	621	582	776	1390	1440	879	907
Gm7370	1	0	0	0	0	0	1	0	0	1	1	0
Gm46349	0	0	0	0	0	0	0	0	0	0	0	0
LOC115488069	0	0	0	0	0	0	0	0	0	0	0	0
Gm26326	0	0	0	0	0	0	0	0	0	0	0	0
Gm33384	0	0	0	0	0	0	0	0	0	0	0	0
Gm33340	0	0	0	0	0	0	0	0	0	0	0	0
n-TEctc2	0	0	0	0	0	0	0	0	0	0	0	0
Gm7242	0	0	0	0	0	0	0	0	0	0	0	0
Gm46348	0	0	0	0	0	0	0	0	0	0	0	0
Gm40412	0	0	0	0	0	0	0	0	0	0	0	0
Lrrn3	0	1	2	2	1	0	2	2	1	0	1	3
Gm25497	0	0	0	0	0	0	0	1	0	0	0	1
Gm51974	1	0	0	1	1	1	0	1	0	0	1	1
Gm4274	9	1	2	8	6	8	9	6	2	6	8	11
Immp2l	4	5	4	7	14	14	13	5	15	16	14	6
Gm18954	0	0	0	0	0	0	0	0	0	0	0	0
Gm18246	0	0	0	0	0	0	0	0	0	0	0	0
Gm19220	0	0	1	1	0	0	2	0	0	0	0	1
Gm7239	0	0	0	0	0	0	0	0	0	0	1	1
Gm19441	0	0	0	0	0	0	0	0	0	0	0	0
Dock4	1139	915	962	823	1024	1000	904	967	1332	1096	977	1086
Gm40406	11	10	11	11	15	26	18	14	8	6	8	14
Zfp277	239	256	224	208	275	241	223	186	339	299	280	279
Gm40403	0	0	0	0	0	0	0	0	0	0	0	0
Gm7008	1	4	0	1	7	0	0	0	1	4	0	0
Mir1938	3	5	7	4	4	15	2	1	2	7	5	1
Ifrd1	504	459	510	545	1435	1189	835	949	873	905	744	858
Lsmem1	0	0	1	0	3	4	2	1	2	0	0	0
Scin	1	3	0	1	2	0	2	2	5	6	5	4
Arl4aos	0	2	0	0	0	1	0	0	0	0	0	0
Arl4a	48	47	28	36	51	39	50	43	67	60	46	45
Gm18939	3	1	0	0	1	3	1	0	2	0	1	1
Gm40399	0	0	0	0	0	0	0	0	0	0	0	0
Gm4263	0	0	0	0	0	0	0	0	0	0	0	0
Gm18116	0	0	0	0	0	0	0	0	0	0	0	0
Gm24434	0	0	0	0	0	0	0	0	0	0	0	0
Gm34923	0	0	0	0	0	0	0	0	0	0	0	0
Gm24069	0	0	0	0	0	0	0	0	0	0	0	0
Gm18591	0	0	0	0	0	0	0	0	0	0	0	0
Gm34809	0	0	0	0	0	0	0	0	0	0	0	0
Gm19563	0	0	0	1	0	0	0	0	0	0	0	1
Gm34662	0	0	0	0	0	0	0	0	0	0	0	0
Gm34611	0	0	0	0	0	0	0	0	0	0	0	0
Gm18442	0	0	0	0	0	0	0	0	0	0	0	0
Etv1	0	1	3	4	9	4	15	15	0	0	0	2
Gm4257	0	0	0	1	0	0	0	0	0	0	0	0
4930428E07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm18338	0	0	0	0	0	0	0	0	0	0	0	0
Gm52011	0	0	0	0	0	0	0	0	0	0	0	0
Gm35755	0	0	0	0	0	0	0	0	0	0	0	0
Dgkb	0	0	0	2	0	0	2	1	0	0	0	0
Gm34408	3	1	3	3	1	4	2	1	0	0	0	0
Agmo	369	399	330	318	303	298	212	254	149	109	155	130
Meox2	0	0	0	0	0	0	0	0	0	0	0	0
Gm29007	0	0	0	0	0	0	0	0	0	0	0	0
Gm18026	0	0	0	0	0	0	0	0	0	0	0	0
Gm40394	0	0	0	0	0	0	0	0	0	0	0	0
Mir5099	0	0	0	0	0	0	0	0	0	0	0	0
Gm7252	1	0	0	0	0	0	0	0	0	0	0	0
Crppa	14	21	9	22	23	24	11	19	39	40	29	22
Gm25438	0	0	0	0	0	0	0	0	0	0	0	0
LOC115488067	0	0	0	0	0	0	0	0	0	0	0	0
Gm34215	0	0	0	0	0	0	0	0	0	0	0	0
Sostdc1	0	0	0	0	0	0	0	0	0	0	0	0
Gm40392	0	0	0	0	0	0	0	0	0	0	0	0
Gm40390	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc72	0	2	0	3	2	1	1	1	0	0	2	0
Gm19046	2	5	3	0	2	4	2	1	4	1	2	0
Ankmy2	261	316	280	226	257	312	241	175	485	388	383	366
Gm18115	0	0	1	2	3	1	6	3	1	0	0	2
Bzw2	1290	1144	1030	911	1248	1829	1443	977	1965	1664	1723	1744
Gm5434	0	0	0	2	0	0	0	0	0	1	2	2
Tspan13	45	37	44	39	133	108	107	78	41	34	27	32
Agr2	0	0	0	0	0	0	0	0	0	0	0	0
Agr3	0	0	0	0	0	0	0	0	0	0	0	0
Gm9472	0	0	0	0	0	0	0	0	0	0	0	0
Gm7002	0	0	1	1	1	1	0	0	0	0	1	1
Gm46317	0	0	0	0	0	0	0	0	0	0	0	0
Gm40388	0	0	0	0	0	0	0	0	0	0	0	0
9130015A21Rik	1	0	0	0	0	0	0	0	0	0	0	0
Ahr	17	16	18	12	54	53	40	39	9	13	19	17
Gm26071	0	0	0	0	0	0	0	0	0	0	0	0
Mir680-3	0	0	0	0	0	0	0	0	0	0	0	0
Snx13	569	573	513	432	727	767	633	517	792	747	656	647
Gm33922	2	1	2	1	0	2	1	2	3	5	0	1
Gm40386	6	6	2	3	0	2	1	2	0	2	4	3
Gm40385	5	6	3	3	0	3	2	5	3	0	0	2
Prps1l1	6	1	6	2	4	2	4	0	1	3	2	0
Gm33864	7	6	3	2	3	5	2	1	1	0	4	1
Gm24429	0	0	0	0	0	0	0	0	0	0	0	0
Gm40875	0	0	0	0	0	0	0	0	0	0	0	0
Gm46347	3	1	0	1	0	1	1	0	0	0	0	0
Gm18025	0	0	0	0	1	0	0	0	0	0	0	0
Gm51984	0	0	0	1	1	0	0	0	0	0	0	0
Gm40384	0	0	0	0	0	4	0	1	0	0	0	1
Hdac9	120	89	99	71	126	106	94	118	152	128	150	170
Twist1	0	0	0	0	0	0	0	0	0	1	0	0
Ferd3l	0	0	0	0	0	0	0	0	0	0	0	0
Gm40383	0	0	0	0	0	0	0	0	0	0	0	0
Gm9370	0	0	0	0	0	0	0	0	0	3	0	1
Gm9368	0	0	0	0	0	0	0	0	0	0	0	0
Gm23529	0	0	0	0	0	0	0	0	0	0	0	0
Twistnb	203	175	175	134	273	258	250	218	272	245	247	227
Efcab10	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l1os2	38	22	19	20	43	26	19	23	40	20	34	23
Gm38649	9	14	14	14	6	15	11	7	9	2	5	7
Atxn7l1	840	718	688	529	735	748	606	521	836	619	738	618
F730043M19Rik	46	35	21	23	32	41	37	36	31	19	23	22
Cdhr3	6	5	1	4	2	3	0	4	3	3	1	3
Gm24922	0	0	0	0	0	0	0	0	0	0	0	0
Gm40874	0	0	2	0	0	0	0	0	0	0	0	1
Sypl	1540	1386	1400	1177	1711	1601	1384	1217	2084	1727	1748	1730
Gm51998	0	0	0	0	0	0	0	0	0	0	0	0
Gm18622	0	0	0	0	0	0	0	0	0	1	0	0
Gm19056	1	0	0	0	0	0	0	0	0	0	0	0
4933406C10Rik	6	9	5	0	3	3	3	4	5	4	2	4
Gm33484	0	0	0	0	0	0	0	0	0	0	0	0
Gdap10	56	44	36	34	95	68	97	44	67	67	68	55
Nampt	1632	1539	1483	1204	2689	2441	2067	1787	3252	3191	2339	2246
Gm40376	0	0	0	0	0	0	0	0	0	0	0	0
Gm18726	1	0	2	0	0	0	3	0	1	1	0	1
Gm18245	0	0	0	0	0	0	0	0	0	0	0	0
Gm33380	0	0	0	0	0	0	0	0	0	0	0	0
Gm17820	0	0	0	0	0	0	0	0	0	0	0	0
Gm40375	0	0	0	0	0	0	0	1	0	0	0	0
Ccdc71l	527	561	426	350	574	566	602	447	568	627	426	395
Gm33308	0	0	0	0	0	0	0	0	0	0	0	0
Pik3cg	1304	1162	1143	928	1152	893	681	948	1775	1242	1358	1274
Gm40374	1	0	2	0	0	1	0	0	0	0	0	1
Gm51991	3	0	1	1	3	6	2	4	1	6	3	1
5430401H09Rik	1	2	1	1	1	5	2	3	4	5	1	3
Gm33111	0	2	2	1	0	3	1	4	4	1	1	1
Gm51992	0	0	0	0	0	0	0	0	0	0	0	0
Prkar2b	3012	3247	2894	2638	3176	3125	2601	2345	3641	3040	3287	3232
Hbp1	1135	1104	957	842	913	674	473	772	1003	767	918	811
Gm35666	1	0	1	0	0	0	0	1	0	1	0	1
Gm25913	0	0	0	0	1	2	1	0	0	0	0	0
Gm18029	1	1	0	0	0	1	0	0	0	0	1	0
Gpr22	4	4	5	4	10	1	6	4	2	2	2	5
Cog5	1158	1165	1015	848	1083	821	643	887	1261	1017	1075	1016
Dus4l	34	31	30	15	31	49	79	21	64	72	39	52
Bcap29	327	288	306	248	378	430	409	243	536	558	518	558
Slc26a4	0	0	1	0	0	0	0	0	0	0	0	0
Gm40362	0	0	0	1	2	0	1	0	0	1	0	0
Cbll1	188	202	211	151	256	252	201	212	315	253	196	214
Slc26a3	0	0	0	0	1	0	0	0	0	0	0	0
Gm9359	0	0	0	0	0	0	0	0	0	0	0	0
Dld	1031	1037	935	788	1311	1429	1174	962	1794	1646	1355	1385
Lamb1	4	3	0	0	1	4	1	1	1	7	1	0
Gm24613	0	0	0	0	0	0	0	0	0	0	0	0
Gm32899	2	0	0	0	0	0	0	1	0	1	0	0
Gm6993	0	0	0	0	0	0	0	0	0	0	0	0
Gm18024	0	0	0	0	0	0	0	0	0	0	0	0
6030469F06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm9356	0	0	0	0	0	0	0	0	0	0	0	0
Gm40361	0	0	0	0	0	0	0	0	0	0	0	0
Gm32443	0	0	0	0	0	0	0	0	2	1	0	0
Fam110c	1	0	0	1	0	1	0	3	4	2	1	1
Gm25408	0	0	0	0	0	0	0	0	0	0	0	0
Gm18502	0	0	0	0	0	0	0	0	0	0	0	0
Gm6992	1	1	0	0	1	0	0	0	1	5	4	1
Sh3yl1	5	8	4	0	7	1	2	2	9	4	7	2
Acp1	131	147	132	112	145	152	123	91	304	318	277	262
Alkal2	1	2	1	1	2	1	2	1	2	2	1	2
Gm32320	0	0	0	0	0	0	0	0	0	0	0	0
Tmem18	257	220	199	172	212	241	228	190	377	305	321	246
Gm32259	0	0	0	0	0	0	0	0	0	0	0	0
Ryk-ps1	0	0	0	0	0	0	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Sntg2	0	0	0	0	0	2	0	0	0	0	0	0
Gm32084	0	0	0	0	0	0	0	0	0	0	0	0
Gm40873	0	0	0	0	0	0	0	0	0	0	0	0
Gm15691	0	0	0	0	0	0	0	0	0	0	0	0
Tpo	0	0	0	0	0	0	0	0	0	0	0	0
Pxdn	3	4	3	3	2	8	4	0	2	2	3	2
Gm31939	0	0	0	0	0	0	0	0	0	0	0	0
Gm46346	0	0	0	0	0	0	0	0	0	0	0	0
C630031E19Rik	0	0	0	0	0	0	0	0	0	0	0	0
Myt1l	0	0	0	1	0	0	1	2	1	0	0	0
Gm20208	0	0	0	0	0	0	0	0	0	0	0	0
Gm31650	0	0	0	0	0	0	0	0	0	0	0	0
Gm6989	0	0	0	0	0	1	0	0	1	0	1	0
Gm31569	1	2	0	0	0	0	0	0	0	0	0	0
Gm31333	0	1	0	0	0	0	0	0	1	0	0	0
Gm31508	1	1	0	0	1	0	1	1	0	0	0	0
Gm46345	6	4	2	1	3	5	11	6	2	2	5	7
Eipr1	167	158	148	114	153	162	139	142	304	289	217	173
Gm31269	0	0	0	0	3	2	2	0	0	1	0	0
Trappc12	345	320	288	229	302	262	219	278	478	478	400	395
Mir6937	0	0	0	0	0	0	0	1	0	0	0	0
Adi1	183	179	161	139	181	189	139	178	284	269	256	215
Rnaseh1	119	100	125	56	130	185	138	121	177	158	138	155
Rps7	1453	1297	1187	1076	1799	1549	1289	1233	2118	1920	1637	1702
Colec11	0	0	1	0	1	1	2	0	0	0	2	0
Allc	0	0	0	0	0	0	0	0	0	0	0	0
Dcdc2c	0	0	0	0	0	0	0	0	0	0	0	0
Gm25564	0	0	0	0	0	0	0	0	0	0	0	0
Gm46326	0	0	0	0	0	0	0	0	0	0	0	0
Gm31025	0	0	0	0	0	0	0	0	0	0	0	0
Gm45941	0	0	0	0	0	0	0	0	0	0	0	0
Gm24326	0	0	0	0	0	0	0	0	0	0	0	0
Gm4166	0	0	0	0	0	0	0	0	0	0	0	0
Gm30855	0	0	0	0	0	0	0	0	0	0	0	0
Sox11	1	2	0	0	0	0	0	0	0	1	0	1
Gm52005	0	0	0	0	0	0	0	0	0	0	0	0
Gm40872	0	0	0	0	0	0	0	0	0	0	0	0
Gm9866	0	0	0	1	0	0	0	0	0	0	0	0
Gm20187	0	0	0	0	0	0	0	0	0	0	0	0
Gm30401	0	0	0	0	0	0	0	0	0	0	0	0
Gm30515	0	0	0	0	0	0	0	0	0	0	0	0
Gm30350	0	0	0	0	0	0	0	0	0	0	0	0
Gm30290	0	0	0	0	0	0	0	0	0	0	0	0
4933409F18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700020D12Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm46344	0	0	0	2	1	1	0	0	0	0	1	0
Cmpk2	5	8	5	8	3	5	5	8	6	10	8	12
Rsad2	11	15	5	7	10	11	5	13	14	12	5	16
Mir6538	0	0	0	0	0	0	0	0	0	0	0	0
4930549C15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Rnf144a	6	10	11	5	4	7	4	5	2	5	1	1
Gm29968	0	0	0	0	0	0	0	0	0	0	0	0
4930480M12Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm29687	0	0	0	0	0	0	0	0	0	0	0	0
Gm29835	0	0	0	0	0	0	0	0	0	0	0	0
Gm9321	0	0	0	0	0	0	0	0	0	0	0	0
Gm36886	0	0	0	0	0	0	1	0	0	0	0	0
Gm36723	12	6	6	3	12	12	7	5	4	11	14	9
Gm46343	0	0	2	0	2	0	2	0	3	2	4	0
Gm19340	0	0	0	0	0	1	0	0	0	0	0	0
Gm36441	0	0	0	0	0	0	0	0	0	0	0	0
Gm36496	6	5	12	0	5	8	13	1	5	6	13	3
Gm36287	1	0	1	1	3	5	1	2	8	6	3	1
Gm17746	0	0	0	0	1	0	0	0	0	0	0	0
Id2	515	462	484	386	3018	4427	4141	1397	1110	1233	929	1031
Kidins220	2080	1712	1652	1219	2022	2195	1730	1384	2184	1625	1672	1460
Gm36236	34	39	32	19	28	35	26	15	34	23	33	28
Mboat2	0	0	0	2	0	0	3	2	0	0	0	0
2900060N12Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm26211	0	0	0	0	0	0	0	0	0	0	0	0
Gm9318	0	0	0	0	0	0	0	0	0	0	0	0
Gm46316	0	0	0	0	0	0	0	0	0	0	0	0
Rrm2	437	407	392	251	287	286	238	261	3157	3245	2827	2565
Gm52012	0	0	0	0	0	0	1	0	0	3	1	0
Gm36129	0	0	0	0	0	0	0	0	0	0	1	0
Cys1	0	4	0	1	4	1	0	0	2	0	0	0
Klf11	257	274	215	169	452	237	142	241	273	180	237	227
Gm6969	3	4	4	1	3	2	1	3	3	6	3	4
Grhl1	76	50	38	28	109	102	79	71	83	53	61	77
Taf1b	148	121	131	106	176	181	123	103	209	162	161	180
Gm16372	7	8	12	7	3	9	5	8	11	4	7	7
Gm9315	1	0	0	0	1	1	0	0	0	0	0	0
Gm4120	0	0	0	0	0	0	0	0	0	0	0	0
Gm21297	2	3	2	4	1	0	2	2	3	5	3	7
Gm47446	0	0	0	0	1	0	0	1	0	0	0	1
9030624G23Rik	20	10	13	14	5	5	4	2	16	20	12	23
Gm5954	0	0	0	0	0	0	0	0	0	0	0	0
Gm17330	0	0	0	0	0	1	0	0	0	0	1	0
Gm38699	0	0	0	0	1	0	0	0	0	0	0	0
LOC108167990	0	0	0	0	0	0	0	0	0	0	0	0
Gm9309	0	0	0	0	0	0	0	0	0	0	0	0
Gm9305	0	0	0	0	0	0	0	0	0	0	0	0
Gm50592	1	1	1	1	1	0	0	3	2	2	5	3
Gm9286	0	0	0	0	0	0	0	0	0	0	0	0
Gm40862	0	0	0	0	0	0	0	0	0	0	0	0
Gm9285	0	0	0	0	0	0	0	0	0	0	0	0
Gm20472	0	0	0	0	0	0	0	0	0	1	0	0
Gm9291	0	0	0	0	0	0	0	0	0	0	0	1
Gm9292	1	0	0	0	1	1	0	1	2	2	0	1
Gm9293	0	0	0	0	0	0	0	0	0	0	0	0
2410018L13Rik	0	0	0	0	1	0	2	0	0	0	1	0
Gm20327	1	0	0	1	0	1	0	0	2	0	2	6
Gm20336	0	0	0	0	0	0	0	0	0	0	1	0
LOC115488024	0	0	0	0	0	0	2	0	0	2	0	0
Gm38538	1	0	1	1	0	1	1	0	0	1	1	0
Gm9295	0	0	0	1	1	0	0	0	0	1	0	1
LOC115488023	0	0	0	0	0	0	0	0	0	0	0	0
Gm40864	0	0	2	1	5	0	2	0	3	1	0	1
Gm46340	0	0	1	0	0	0	0	0	0	0	0	1
Gm10476	0	0	0	0	0	0	0	0	0	0	0	0
Gm6838	0	0	0	0	0	0	0	0	0	0	0	0
Gm4101	0	0	0	0	0	0	0	0	0	0	0	0
Gm9289	0	0	0	0	0	0	0	0	0	0	0	0
Gm4425	0	0	0	0	0	0	2	0	0	0	0	0
Gm9283	0	0	0	0	0	0	1	0	0	0	0	0
Gm40856	0	0	0	0	0	0	0	0	0	0	0	0
Gm9282	0	0	0	0	4	2	6	7	0	0	0	0
Gm40857	0	0	0	0	0	0	0	0	0	0	0	0
Mrto4-ps2	6	8	5	3	1	4	0	3	13	6	16	9
Gm46305	12	20	17	9	5	11	2	8	20	38	39	7
6030426L16Rik	25	16	27	16	15	8	13	18	41	32	24	27
Gm4036	0	0	0	0	1	3	1	0	0	2	0	0
Gm31624	0	0	0	0	0	0	0	0	0	0	0	0
Gm18241	0	0	0	0	1	0	1	0	0	0	0	0
Gm46314	0	0	0	0	4	0	1	0	0	0	0	0
Gm19196	0	0	1	0	0	1	1	0	0	0	0	0
LOC115487949	0	1	0	0	48	24	39	13	1	1	1	4
Gm31676	0	0	0	0	0	1	0	0	0	0	0	0
Gm4419	0	0	0	0	0	0	0	0	1	1	0	0
F630048H11Rik	42	38	27	27	50	56	37	31	57	36	45	52
Ywhaq	358	354	370	278	325	369	293	237	656	649	522	530
Gm22766	0	0	0	0	0	0	3	0	0	0	0	0
Adam17	2053	1782	1609	1355	2564	2422	2047	1697	2693	2310	2124	2010
Iah1	269	212	198	195	225	219	198	160	309	285	241	223
Gm25821	2	1	3	0	0	1	0	0	1	1	0	2
Cpsf3	650	529	550	446	583	699	588	452	999	898	790	802
Itgb1bp1	239	206	210	159	262	283	292	216	348	360	243	259
Gm40855	4	0	3	1	1	0	2	0	2	4	0	3
Asap2	26	23	24	17	49	48	55	30	54	50	42	46
Gm5977	7	12	4	1	0	3	1	0	6	7	2	6
Gm30124	10	15	15	11	6	8	2	10	30	23	28	19
3110053B16Rik	159	166	144	113	117	203	161	99	179	150	198	175
1700030C10Rik	13	7	6	8	21	18	13	17	29	15	23	22
Gm6626	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167950	1	4	5	2	1	0	1	1	3	4	3	1
Gm16476	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167368	2	2	0	0	0	3	3	7	2	5	2	5
Gm4012	0	0	0	0	0	0	0	0	0	0	0	0
Gm29758	4	2	4	2	0	3	1	4	4	7	4	6
Mrto4-ps1	1	0	0	0	0	1	0	0	0	1	0	0
Gm10479	2	0	3	1	0	4	1	1	1	1	2	1
Gm40881	0	0	0	0	0	0	0	0	0	1	0	1
Gm9269	0	1	0	0	3	2	0	1	0	0	0	5
Gm32719	4	2	2	1	8	6	4	1	3	2	9	2
Gm9265	0	0	0	0	0	0	0	0	0	0	0	0
Gm38704	0	1	0	1	0	0	0	0	0	0	1	0
Gm3993	0	0	0	0	0	0	0	0	0	0	0	0
Gm40853	0	0	0	0	0	0	0	0	0	0	0	0
Gm38702	0	0	1	0	6	10	2	4	0	0	0	0
Gm46307	0	0	0	0	0	0	0	0	0	0	0	0
Gm40880	0	0	0	0	0	0	0	0	0	0	0	0
Gm9257	1	0	0	0	0	0	0	0	0	0	0	0
Gm6943	0	0	0	0	0	0	0	0	0	0	0	0
Gm29738	0	0	1	0	1	0	0	0	0	0	0	0
Gm3973	0	0	0	0	0	0	0	0	0	0	0	0
Gm5784	27	16	17	14	7	12	2	5	14	13	19	22
Gm9255	1	0	0	1	0	0	0	0	0	0	0	0
Gm5953	31	15	12	10	8	14	2	5	15	20	17	26
LOC115488029	3	1	1	0	2	1	4	2	2	8	2	2
